,area_type,availability,location,society,total_sqft,bath,balcony,price,bedrooms
2966,Built-up  Area,Ready To Move,Harlur,,1197.0,2.0,1.0,82.0,2.0
2967,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1303.0,2.0,1.0,90.0,2.0
2968,Super built-up  Area,Ready To Move,Harlur,,1754.0,3.0,2.0,132.0,3.0
2969,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,75.0,2.0
2970,Super built-up  Area,Ready To Move,Harlur,,1756.0,3.0,2.0,134.0,3.0
2971,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,78.0,2.0
2972,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1290.0,2.0,1.0,89.9,2.0
2973,Super built-up  Area,18-Dec,Harlur,BrriaIm,1386.0,2.0,2.0,85.0,2.0
2974,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,74.0,2.0
2975,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1174.0,2.0,1.0,78.0,2.0
2977,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1755.0,3.0,2.0,115.0,3.0
2978,Built-up  Area,Ready To Move,Harlur,Prncyrn,2569.0,4.0,1.0,175.0,4.0
2980,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,77.0,2.0
2981,Super built-up  Area,Ready To Move,Harlur,SosicCl,1752.12,3.0,2.0,125.0,3.0
2982,Super built-up  Area,17-Apr,Harlur,Prncyrn,2569.0,5.0,3.0,180.0,4.0
2983,Built-up  Area,Ready To Move,Harlur,,1225.0,2.0,2.0,56.0,2.0
2984,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,76.0,2.0
2986,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,75.0,2.0
2987,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1755.0,3.0,2.0,117.0,3.0
2988,Super built-up  Area,Ready To Move,Harlur,Prncyrn,1197.0,2.0,1.0,79.9,2.0
2989,Super built-up  Area,Ready To Move,Harlur,,936.0,2.0,1.0,45.0,2.0
2990,Super built-up  Area,Ready To Move,Harlur,Shodsir,2990.0,4.0,1.0,225.0,4.0
2991,Built-up  Area,Ready To Move,Harlur,,1370.0,2.0,2.0,88.0,2.0
2992,Super built-up  Area,Ready To Move,Harlur,Shodsir,1554.9419,2.0,0.0,72.76,2.0
2993,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1760.0,2.0,2.0,123.0,3.0
2994,Super built-up  Area,Ready To Move,Hebbal,,1900.0,3.0,2.0,119.0,3.0
2995,Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,98.2,2.0
2996,Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5.0,2.0,212.0,4.0
2997,Super built-up  Area,18-Dec,Hebbal,Mahosya,1760.0,2.0,2.0,130.0,3.0
2998,Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2400.0,4.0,1.0,245.0,3.0
2999,Super built-up  Area,Ready To Move,Hebbal,Brium C,3450.0,5.0,2.0,260.0,3.0
3000,Super built-up  Area,18-Dec,Hebbal,Mahosya,1920.0,3.0,2.0,134.0,3.0
3001,Super built-up  Area,Ready To Move,Hebbal,Cevely ,1500.0,3.0,1.0,150.0,3.0
3002,Super built-up  Area,18-Sep,Hebbal,Arcia S,1337.0,2.0,1.0,82.0,2.0
3003,Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,98.0,2.0
3004,Built-up  Area,Ready To Move,Hebbal,Ratlet ,1000.0,2.0,2.0,45.0,2.0
3005,Super built-up  Area,19-Jun,Hebbal,Raard B,2470.0,5.0,2.0,247.0,4.0
3006,Super built-up  Area,18-Mar,Hebbal,Arcia S,1036.0,2.0,1.0,50.0,2.0
3007,Built-up  Area,Ready To Move,Hebbal,RMudeat,3900.0,4.0,2.0,410.0,4.0
3010,Super built-up  Area,21-Mar,Hebbal,Oztarol,1790.0,3.0,2.0,127.0,3.0
3012,Super built-up  Area,19-Jun,Hebbal,Raard B,1985.0,4.0,2.0,189.0,3.0
3013,Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5.0,2.0,215.0,4.0
3014,Super built-up  Area,Ready To Move,Hebbal,,1080.0,2.0,1.0,54.0,2.0
3015,Built-up  Area,Ready To Move,Hebbal,AkncyRe,1100.0,2.0,2.0,50.0,2.0
3016,Super built-up  Area,18-May,Hebbal,Arcia S,812.0,2.0,2.0,55.0,2.0
3018,Built-up  Area,Ready To Move,Hebbal,Arade A,1075.0,2.0,3.0,52.0,2.0
3019,Super built-up  Area,19-Oct,Hebbal,SNontle,3067.0,4.0,2.0,230.0,4.0
3020,Super built-up  Area,Ready To Move,Hebbal,Ratlet ,1040.0,2.0,1.0,50.0,2.0
3021,Super built-up  Area,19-Oct,Hebbal,SNontle,2526.0,2.0,2.0,250.0,3.0
3022,Super built-up  Area,19-Dec,Hebbal,SNontle,3067.0,4.0,3.0,230.0,4.0
3024,Carpet  Area,18-Dec,Hebbal,Arcia S,823.0,2.0,1.0,50.63,2.0
3025,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1420.0,2.0,1.0,123.0,2.0
3027,Super built-up  Area,18-May,Hebbal,SNontle,3067.0,4.0,1.0,310.0,4.0
3028,Super built-up  Area,Ready To Move,Hebbal,Diaveic,1040.0,2.0,2.0,46.0,2.0
3029,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1420.0,2.0,1.0,99.39,2.0
3030,Super built-up  Area,18-Jul,Hebbal,Cehosy ,4235.0,4.0,2.0,365.0,4.0
3031,Super built-up  Area,Ready To Move,Hebbal,,1100.0,2.0,2.0,47.0,2.0
3032,Super built-up  Area,19-Jun,Hebbal,Raard B,1700.0,3.0,2.0,124.0,3.0
3033,Super built-up  Area,18-Apr,Hebbal,Emceske,4772.0,6.0,2.0,510.0,4.0
3034,Super built-up  Area,17-Dec,Hebbal,Cehosy ,3960.0,5.0,3.0,386.0,4.0
3036,Built-up  Area,Ready To Move,Hebbal,,1053.0,2.0,1.0,48.0,2.0
3037,Super built-up  Area,18-Dec,Hebbal,Mahosya,1420.0,2.0,1.0,99.39,2.0
3039,Super built-up  Area,18-Jul,Hebbal,Mahosya,1440.0,2.0,1.0,115.0,2.0
3040,Super built-up  Area,Ready To Move,Hebbal,,1100.0,2.0,1.0,54.0,2.0
3042,Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2400.0,4.0,1.0,180.0,3.0
3044,Built-up  Area,17-Dec,Hebbal,Mahosya,1420.0,2.0,2.0,107.0,2.0
3045,Super built-up  Area,19-Jun,Hebbal,Raard B,1320.0,2.0,1.0,92.0,2.0
3046,Built-up  Area,Ready To Move,Hebbal,,919.0,2.0,1.0,49.0,2.0
3047,Super built-up  Area,19-Dec,Hebbal,Raard B,1645.0,3.0,2.0,135.0,3.0
3048,Super built-up  Area,Ready To Move,Hebbal,,2080.0,3.0,3.0,175.0,3.0
3050,Super built-up  Area,Ready To Move,Hebbal,,3895.0,4.0,2.0,405.0,4.0
3051,Super built-up  Area,Ready To Move,Hebbal,Prersis,2483.0,5.0,2.0,230.0,4.0
3052,Super built-up  Area,19-Oct,Hebbal,SNontle,2600.0,3.0,2.0,195.0,3.0
3053,Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3.0
3054,Super built-up  Area,21-Mar,Hebbal,Oztarol,1251.0,2.0,1.0,88.73,2.0
3055,Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,121.0,3.0
3056,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1760.0,3.0,2.0,123.0,3.0
3058,Super built-up  Area,20-Dec,Hebbal,Cehosy ,3960.0,5.0,3.0,386.0,4.0
3059,Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,120.0,3.0
3060,Super built-up  Area,19-Dec,Hebbal,Magiaya,1255.0,2.0,1.0,90.0,3.0
3061,Super built-up  Area,19-Mar,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3.0
3064,Super built-up  Area,21-Dec,Hebbal,Oztarol,1636.0,3.0,1.0,119.0,3.0
3065,Super built-up  Area,20-Aug,Hebbal,Magiaya,1255.0,2.0,1.0,95.0,3.0
3069,Super built-up  Area,19-Dec,Hebbal,Magiaya,1255.0,2.0,1.0,95.0,3.0
3070,Super built-up  Area,18-Apr,Hebbal,Arcia S,1088.0,2.0,2.0,61.45,2.0
3071,Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,97.8,2.0
3073,Super built-up  Area,Ready To Move,Hebbal,Prersis,1344.0,2.0,1.0,108.0,2.0
3074,Super built-up  Area,19-Dec,Hebbal,Magiaya,1255.0,2.0,1.0,90.0,3.0
3076,Super built-up  Area,18-Jan,Hebbal,Prersis,1138.0,2.0,1.0,110.0,2.0
3077,Super built-up  Area,19-Jun,Hebbal,Raard B,2790.0,5.0,3.0,204.0,4.0
3078,Super built-up  Area,Ready To Move,Hebbal,,1250.0,2.0,1.0,55.55,2.0
3079,Super built-up  Area,18-May,Hebbal,Arcia S,1088.0,2.0,2.0,62.0,2.0
3080,Super built-up  Area,Ready To Move,Hebbal,Prersis,1987.0,4.0,2.0,165.0,3.0
3082,Built-up  Area,Ready To Move,Hebbal,Prersis,1299.0,2.0,1.0,100.0,2.0
3083,Super built-up  Area,Ready To Move,Hebbal,Srntsha,1200.0,2.0,1.0,60.0,2.0
3084,Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3.0
3085,Super built-up  Area,Ready To Move,Hebbal,Chtert ,1390.0,2.0,2.0,95.0,2.0
3086,Super built-up  Area,Ready To Move,Hebbal,Prersis,1333.0,2.0,1.0,100.0,2.0
3088,Super built-up  Area,Ready To Move,Hebbal,SNontle,2650.0,4.0,3.0,199.0,3.0
3089,Super built-up  Area,Ready To Move,Hebbal,Brium C,3450.0,5.0,0.0,348.0,3.0
3090,Super built-up  Area,Ready To Move,Hebbal,Chtert ,1800.0,3.0,2.0,140.0,3.0
3092,Super built-up  Area,19-Jun,Hebbal,Raard B,2470.0,4.0,2.0,203.0,4.0
3093,Super built-up  Area,Ready To Move,Hebbal,,1200.0,2.0,1.0,52.0,2.0
3094,Super built-up  Area,Ready To Move,Hebbal,RMudeat,3900.0,4.0,2.0,410.0,4.0
3095,Super built-up  Area,18-Nov,Hebbal,Magiaya,1255.0,2.0,1.0,95.0,3.0
3096,Built-up  Area,Ready To Move,Hebbal,Prersis,1333.0,2.0,1.0,104.0,2.0
3097,Super built-up  Area,19-Jun,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3.0
3098,Super built-up  Area,18-Mar,Hebbal,SNontle,2600.0,3.0,2.0,199.0,3.0
3099,Super built-up  Area,Ready To Move,Hebbal,Prersis,1345.0,2.0,1.0,97.0,2.0
3101,Built-up  Area,Ready To Move,Hebbal,Srntsha,1200.0,2.0,2.0,52.0,2.0
3102,Super built-up  Area,18-Dec,Hebbal,Magiaya,985.0,2.0,2.0,62.0,2.0
3103,Super built-up  Area,19-Dec,Hebbal,Raard B,1320.0,2.0,1.0,91.0,2.0
3104,Super built-up  Area,Ready To Move,Hebbal,Kacesh ,2388.0,3.0,1.0,195.0,3.0
3105,Super built-up  Area,Ready To Move,Hebbal,,1040.0,2.0,1.0,55.0,2.0
3107,Super built-up  Area,Ready To Move,Hebbal,,1150.0,2.0,1.0,55.0,2.0
3108,Super built-up  Area,19-Oct,Hebbal,SNontle,2600.0,3.0,2.0,195.0,3.0
3109,Built-up  Area,Ready To Move,Hebbal,Diaveic,1075.0,2.0,0.0,52.0,2.0
3111,Super built-up  Area,Ready To Move,Hebbal,RMudeat,3895.0,3.0,2.0,390.0,3.0
3112,Super built-up  Area,19-Dec,Hebbal,Raard B,1645.0,3.0,2.0,113.0,3.0
3113,Built-up  Area,Ready To Move,Hebbal,AraraSa,1175.0,2.0,0.0,54.05,2.0
3115,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1420.0,2.0,1.0,99.39,2.0
3117,Super built-up  Area,Ready To Move,Hebbal,Brium C,3520.0,5.0,2.0,320.0,3.0
3118,Super built-up  Area,18-Sep,Hebbal,Arcia S,1162.0,2.0,1.0,69.0,2.0
3119,Built-up  Area,Ready To Move,Hebbal,,1100.0,2.0,1.0,60.0,2.0
3120,Super built-up  Area,20-Dec,Hebbal,Cehosy ,4235.0,5.0,3.0,364.0,4.0
3121,Super built-up  Area,Ready To Move,Hebbal,Prersis,1299.0,2.0,1.0,97.0,2.0
3123,Super built-up  Area,19-Dec,Hebbal,Raard B,2470.0,5.0,2.0,192.0,4.0
3124,Super built-up  Area,19-Mar,Hebbal,Raard B,1645.0,3.0,2.0,117.0,3.0
3125,Super built-up  Area,18-Dec,Hebbal,Mahosya,1920.0,3.0,2.0,134.0,3.0
3126,Super built-up  Area,Ready To Move,Hebbal,Brium C,4450.0,6.0,0.0,449.0,4.0
3127,Super built-up  Area,Ready To Move,Hebbal,Brium C,3520.0,5.0,2.0,240.0,3.0
3128,Super built-up  Area,18-Aug,Hebbal,Mahosya,1920.0,3.0,2.0,150.0,3.0
3129,Super built-up  Area,Ready To Move,Hebbal,Prersis,2375.0,4.0,2.0,189.0,4.0
3130,Super built-up  Area,18-Dec,Hebbal,Mahosya,1420.0,2.0,1.0,99.26,2.0
3131,Super built-up  Area,21-Dec,Hebbal,Oztarol,1252.0,2.0,1.0,92.0,2.0
3133,Super built-up  Area,18-Mar,Hebbal,,1162.0,2.0,1.0,59.0,2.0
3134,Super built-up  Area,Ready To Move,Hebbal,Prersis,1294.0,2.0,1.0,115.0,2.0
3135,Built-up  Area,Ready To Move,Hebbal,,1150.0,2.0,1.0,57.0,2.0
3136,Super built-up  Area,Ready To Move,Hebbal,Mahosya,1740.0,2.0,1.0,137.0,3.0
3138,Super built-up  Area,Ready To Move,Hebbal,RMudeat,3895.0,3.0,1.0,390.0,3.0
3139,Super built-up  Area,18-Feb,Hebbal,Prersis,1662.0,3.0,2.0,155.0,3.0
3140,Built-up  Area,Ready To Move,Hebbal,,2250.0,3.0,2.0,219.0,3.0
3141,Super built-up  Area,Ready To Move,Hebbal,Brium C,4000.0,6.0,1.0,440.0,4.0
3142,Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,98.0,2.0
3143,Super built-up  Area,Ready To Move,Hebbal,Brium C,4000.0,6.0,1.0,370.0,4.0
3144,Super built-up  Area,Ready To Move,Hebbal,Prersis,1349.0,2.0,1.0,96.8,2.0
3145,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1700.0,3.0,2.0,155.0,3.0
3146,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1800.0,3.0,2.0,175.0,3.0
3147,Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,2900.0,4.0,2.0,300.0,3.0
3148,Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3522.0,3.0,2.0,380.0,3.0
3149,Plot  Area,Ready To Move,Hebbal Kempapura,,2280.0,5.0,2.0,200.0,5.0
3150,Plot  Area,Ready To Move,Hebbal Kempapura,,1200.0,2.0,1.0,125.0,2.0
3151,Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,2900.0,4.0,2.0,240.0,3.0
3153,Built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1300.0,2.0,2.0,102.0,2.0
3154,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1466.0,2.0,3.0,140.0,3.0
3156,Built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1725.0,2.0,1.0,165.0,3.0
3157,Plot  Area,Ready To Move,Hebbal Kempapura,,1200.0,3.0,2.0,125.0,3.0
3158,Built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3408.0,3.0,3.0,260.0,3.0
3159,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1485.0,3.0,3.0,132.0,2.0
3160,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1400.0,2.0,2.0,108.0,2.0
3161,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1800.0,3.0,3.0,150.0,3.0
3162,Plot  Area,Ready To Move,Hebbal Kempapura,,2400.0,5.0,2.0,200.0,5.0
3163,Built-up  Area,Ready To Move,Hebbal Kempapura,,2800.0,5.0,1.0,220.0,5.0
3164,Built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1785.0,3.0,0.0,165.0,3.0
3165,Super built-up  Area,Ready To Move,Hebbal Kempapura,GonumPl,3729.0,4.0,2.0,384.0,4.0
3166,Plot  Area,Ready To Move,Hebbal Kempapura,,1200.0,3.0,2.0,148.0,4.0
3167,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1600.0,3.0,3.0,170.0,3.0
3168,Super built-up  Area,Ready To Move,Hebbal Kempapura,Goateds,1730.0,3.0,2.0,175.0,3.0
3170,Super built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1569.0,3.0,1.0,101.0,3.0
3171,Built-up  Area,Ready To Move,Hegde Nagar,,3000.0,7.0,2.0,210.0,6.0
3172,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,2026.0,3.0,2.0,132.0,3.0
3173,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1801.0,3.0,2.0,115.0,3.0
3174,Plot  Area,Ready To Move,Hegde Nagar,,1050.0,1.0,2.0,56.0,2.0
3175,Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1341.0,2.0,1.0,97.0,2.0
3176,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2112.95,4.0,2.0,145.0,3.0
3177,Plot  Area,Ready To Move,Hegde Nagar,,1200.0,4.0,1.0,83.0,4.0
3178,Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1703.0,3.0,2.0,113.0,3.0
3179,Super built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1570.0,3.0,1.0,105.0,3.0
3180,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1801.0,3.0,2.0,140.0,3.0
3181,Super built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1584.01,3.0,1.0,103.0,3.0
3182,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1965.0,4.0,2.0,125.0,3.0
3183,Plot  Area,Ready To Move,Hegde Nagar,,1200.0,2.0,0.0,75.0,2.0
3184,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,135.0,3.0
3185,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1965.0,4.0,2.0,132.0,3.0
3186,Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1703.0,3.0,2.0,125.0,3.0
3187,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,125.0,3.0
3188,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2144.6,4.0,2.0,145.0,3.0
3189,Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1718.0,3.0,2.0,119.0,3.0
3190,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1847.0,3.0,2.0,123.0,3.0
3191,Super built-up  Area,Ready To Move,Hegde Nagar,Inaadd ,1340.0,2.0,2.0,72.0,2.0
3192,Super built-up  Area,19-Sep,Hegde Nagar,SoisoCa,2087.01,3.0,2.0,115.0,3.0
3193,Super built-up  Area,16-Dec,Hegde Nagar,Soiniy ,1703.0,3.0,2.0,130.0,3.0
3194,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2087.01,4.0,2.0,135.0,3.0
3195,Super built-up  Area,Ready To Move,Hegde Nagar,Soiniy ,1718.0,3.0,2.0,130.0,3.0
3196,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1884.0,4.0,2.0,118.0,3.0
3197,Super built-up  Area,Ready To Move,Hegde Nagar,SoitaCa,1930.0,4.0,2.0,122.0,3.0
3198,Super built-up  Area,Ready To Move,Hegde Nagar,Golmsn ,1835.0,2.0,2.0,92.0,3.0
3199,Super built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1584.01,3.0,1.0,104.0,3.0
3200,Built-up  Area,Ready To Move,Hegde Nagar,Sonosty,1500.0,3.0,2.0,135.0,3.0
3201,Super built-up  Area,Ready To Move,Hegde Nagar,Dhniail,1168.0,2.0,1.0,68.0,3.0
3202,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2162.03,4.0,2.0,129.0,3.0
3203,Super built-up  Area,Ready To Move,Hegde Nagar,SoisoCa,2087.01,4.0,2.0,160.0,3.0
3204,Plot  Area,Ready To Move,Hegde Nagar,,1000.0,2.0,0.0,66.0,2.0
3205,Built-up  Area,Ready To Move,Hegde Nagar,DSthian,1348.0,2.0,2.0,80.5,3.0
3206,Super built-up  Area,Ready To Move,Hennur,SLureSi,1075.0,2.0,1.0,52.0,2.0
3207,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,52.32,2.0
3208,Super built-up  Area,Ready To Move,Hennur,Shateor,1225.0,2.0,1.0,57.0,2.0
3209,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,57.5,2.0
3210,Super built-up  Area,Ready To Move,Hennur,Exitym ,1259.0,2.0,2.0,57.0,2.0
3211,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,53.5,2.0
3212,Super built-up  Area,Ready To Move,Hennur,,1285.0,2.0,1.0,60.0,2.0
3213,Super built-up  Area,Ready To Move,Hennur,,1285.0,2.0,1.0,60.0,2.0
3214,Built-up  Area,Ready To Move,Hennur,,1100.0,2.0,1.0,60.0,2.0
3215,Super built-up  Area,Ready To Move,Hennur,Adity T,1231.0,2.0,2.0,48.0,2.0
3216,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,1.0,58.0,2.0
3217,Super built-up  Area,Ready To Move,Hennur,MDncyhi,1040.0,2.0,2.0,42.12,2.0
3218,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,1.0,54.5,2.0
3219,Super built-up  Area,Ready To Move,Hennur,MDncyhi,1041.0,2.0,2.0,40.6,2.0
3221,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,1.0,55.5,2.0
3223,Super built-up  Area,Ready To Move,Hennur,Adity T,1231.0,2.0,2.0,50.0,2.0
3224,Built-up  Area,Ready To Move,Hennur,,2500.0,5.0,2.0,125.0,5.0
3225,Super built-up  Area,Ready To Move,Hennur,,1160.0,2.0,1.0,49.0,2.0
3226,Super built-up  Area,Ready To Move,Hennur,JahtsHe,2400.0,3.0,2.0,135.0,3.0
3227,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,53.5,2.0
3228,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,2.0,55.5,2.0
3229,Super built-up  Area,Ready To Move,Hennur,,1100.0,2.0,1.0,44.55,2.0
3230,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,57.5,2.0
3231,Super built-up  Area,Ready To Move,Hennur,,960.0,2.0,1.0,48.0,2.0
3232,Super built-up  Area,Ready To Move,Hennur,SLureSi,1020.0,2.0,1.0,48.0,2.0
3233,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,52.32,2.0
3234,Built-up  Area,18-May,Hennur,Asoilul,2557.0,3.0,2.0,170.0,4.0
3235,Super built-up  Area,Ready To Move,Hennur,Shateor,1295.0,2.0,1.0,64.0,2.0
3236,Super built-up  Area,Ready To Move,Hennur,,1935.0,3.0,2.0,102.0,3.0
3238,Super built-up  Area,Ready To Move,Hennur,SLureSi,1345.0,2.0,1.0,69.0,3.0
3239,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,58.0,2.0
3240,Built-up  Area,Ready To Move,Hennur,,1420.0,2.0,1.0,62.0,2.0
3241,Super built-up  Area,Ready To Move,Hennur,,1155.0,2.0,2.0,54.5,2.0
3242,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,52.32,2.0
3243,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,52.35,2.0
3245,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,2.0,54.5,2.0
3246,Super built-up  Area,Ready To Move,Hennur,Bront A,1830.0,2.0,3.0,113.0,3.0
3247,Super built-up  Area,18-Dec,Hennur,Exitym ,1554.9419,3.0,0.0,84.205,3.0
3248,Super built-up  Area,Ready To Move,Hennur,,1255.0,2.0,1.0,55.5,2.0
3249,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,1.0,53.57,2.0
3250,Super built-up  Area,Ready To Move,Hennur,Bront A,1830.0,3.0,3.0,121.0,3.0
3251,Super built-up  Area,Ready To Move,Hennur,Shateor,1255.0,2.0,2.0,56.5,2.0
3252,Built-up  Area,Ready To Move,Hennur,,1050.0,2.0,2.0,42.73,2.0
3253,Super built-up  Area,Ready To Move,Hennur,Shateor,1295.0,2.0,1.0,62.0,2.0
3254,Super built-up  Area,Ready To Move,Hennur Road,Anavi B,2089.0,3.0,2.0,140.0,3.0
3255,Built-up  Area,Ready To Move,Hennur Road,,5000.0,8.0,2.0,250.0,8.0
3256,Super built-up  Area,Ready To Move,Hennur Road,Mileeou,1385.0,2.0,1.0,83.09,2.0
3257,Super built-up  Area,18-Sep,Hennur Road,Shxorm ,1554.9419,2.0,0.0,63.77,2.0
3259,Built-up  Area,19-Mar,Hennur Road,,2264.0,3.0,1.0,159.0,3.0
3260,Built-up  Area,Ready To Move,Hennur Road,,1157.0,2.0,1.0,84.0,2.0
3261,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1904.0,3.0,2.0,120.0,3.0
3262,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1891.0,3.0,1.0,109.0,3.0
3263,Super built-up  Area,19-Sep,Hennur Road,Orens G,1561.0,3.0,2.0,95.0,3.0
3265,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,2060.0,3.0,1.0,149.0,3.0
3266,Super built-up  Area,19-Mar,Hennur Road,Puachal,1482.0,2.0,1.0,92.0,3.0
3267,Super built-up  Area,Ready To Move,Hennur Road,Puachal,1232.0,2.0,2.0,89.0,2.0
3268,Super built-up  Area,Ready To Move,Hennur Road,,1065.0,2.0,1.0,42.6,2.0
3270,Super built-up  Area,18-Oct,Hennur Road,Puachal,1482.0,2.0,1.0,87.0,3.0
3271,Super built-up  Area,Ready To Move,Hennur Road,SaireSa,1891.0,3.0,1.0,139.0,3.0
3272,Super built-up  Area,Ready To Move,Hennur Road,ChionCo,1703.0,3.0,2.0,101.0,3.0
3273,Super built-up  Area,19-Mar,Hennur Road,Puachal,1232.0,2.0,0.0,69.61,2.0
3274,Super built-up  Area,Ready To Move,Hennur Road,Koagati,987.0,2.0,1.0,49.0,2.0
3275,Super built-up  Area,19-Mar,Hennur Road,Puachal,1804.0,3.0,2.0,102.0,3.0
3276,Built-up  Area,Ready To Move,Hennur Road,Asadacy,2160.0,3.0,2.0,160.0,3.0
3278,Super built-up  Area,Ready To Move,Hennur Road,ChionCo,1680.0,3.0,2.0,99.27,3.0
3279,Super built-up  Area,Ready To Move,Hennur Road,GSideS ,1065.0,2.0,1.0,42.6,2.0
3280,Super built-up  Area,Ready To Move,Hennur Road,Maity W,1385.0,2.0,1.0,83.09,2.0
3282,Super built-up  Area,Ready To Move,Hennur Road,Samittv,2350.0,3.0,2.0,174.0,3.0
3283,Super built-up  Area,Ready To Move,Hennur Road,ChionCo,1586.0,3.0,3.0,93.94,3.0
